"01654176.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3599","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:14:07.720Z","IR-7270",    6,   16.67,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:04:42Z ","UNK           ",  82.288,  29.231,  56.849,-999.000, 108.822,  94.972, 354.482,   5.062,  71.182,-999.000,-999.000,1.771990e+04,1.772180e+04,1.746246e+06,  -2.032, 194.781,1.751815e+06,1.751641e+06,  -5.014, 223.818, 183.750, -22.992, 140.182,1.472981e+08, 329.762, 560.421,-9.99000e+02,"GO_0015","EARTH/C0165417600R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654177.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3600","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:15:08.404Z","IR-8890",    7,   50.00,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:05:43Z ","UNK           ",  82.278,  26.488,  60.139,-999.000, 108.799,  94.972, 354.491,   5.067,  71.205,-999.000,-999.000,1.772470e+04,1.772700e+04,1.746644e+06,  -0.625, 198.005,1.752354e+06,1.752180e+06,  -5.014, 224.072, 183.772, -22.992, 140.435,1.472980e+08, 326.077, 541.779,-9.99000e+02,"GO_0015","EARTH/C0165417700R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654178.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3601","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:16:09.045Z","GREEN  ",    1,    4.17,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:06:44Z ","UNK           ",  82.301,  29.175,  53.244,-999.000, 108.808,  94.927, 354.493,   5.007,  71.196,-999.000,-999.000,1.773110e+04,1.773300e+04,1.747322e+06, -17.252, 197.426,1.752894e+06,1.752720e+06,  -5.014, 224.325, 183.770, -22.992, 140.687,1.472980e+08, 425.161, 572.605,-9.99000e+02,"GO_0015","EARTH/C0165417800R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654179.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3602","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:17:09.712Z","RED    ",    2,    4.17,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:07:44Z ","UNK           ",  82.295,  27.070,  55.305,-999.000, 108.830,  94.924, 354.498,   5.011,  71.174,-999.000,-999.000,1.773680e+04,1.773810e+04,1.747751e+06, -16.190, 199.593,1.753434e+06,1.753260e+06,  -5.014, 224.579, 183.748, -22.992, 140.940,1.472980e+08, 421.577, 561.348,-9.99000e+02,"GO_0015","EARTH/C0165417900R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654180.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3603","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:18:10.379Z","VIOLET ",    3,    8.33,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:08:45Z ","UNK           ",  82.314,  33.073,  49.376,-999.000, 108.843,  94.922, 354.482,   5.001,  71.161,-999.000,-999.000,1.774170e+04,1.774320e+04,1.748625e+06, -18.619, 194.110,1.753973e+06,1.753799e+06,  -5.014, 224.832, 183.737, -22.992, 141.193,1.472980e+08, 427.792, 593.179,-9.99000e+02,"GO_0015","EARTH/C0165418000R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654181.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3604","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:19:11.045Z","IR-7560",    4,    6.25,"40K ",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:09:46Z ","UNK           ",  82.294,  26.537,  56.009,-999.000, 108.833,  94.972, 354.502,   5.007,  71.171,-999.000,-999.000,1.774800e+04,1.774890e+04,1.748804e+06, -17.318, 201.222,1.754513e+06,1.754339e+06,  -5.013, 225.086, 183.745, -22.992, 141.446,1.472980e+08, 430.112, 556.796,-9.99000e+02,"GO_0015","EARTH/C0165418100R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654182.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3605","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:20:11.737Z","IR-9680",    5,   50.00,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:10:46Z ","UNK           ",  82.291,  25.417,  57.206,-999.000, 108.805,  94.976, 354.506,   5.007,  71.199,-999.000,-999.000,1.775230e+04,1.775470e+04,1.749290e+06, -17.347, 202.792,1.755053e+06,1.754879e+06,  -5.013, 225.339, 183.773, -22.992, 141.698,1.472980e+08, 432.428, 549.837,-9.99000e+02,"GO_0015","EARTH/C0165418200R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654183.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3606","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:21:12.387Z","IR-7270",    6,   16.67,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:11:47Z ","UNK           ",  82.279,  21.402,  61.227,-999.000, 108.798,  94.966, 354.519,   5.012,  71.205,-999.000,-999.000,1.775870e+04,1.776010e+04,1.749652e+06, -15.906, 206.972,1.755593e+06,1.755418e+06,  -5.013, 225.593, 183.779, -22.992, 141.951,1.472980e+08, 430.210, 526.708,-9.99000e+02,"GO_0015","EARTH/C0165418300R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654184.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3607","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:22:13.070Z","IR-8890",    7,   50.00,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:12:48Z ","UNK           ",  82.298,  26.825,  55.699,-999.000, 108.825,  94.930, 354.501,   5.007,  71.179,-999.000,-999.000,1.776490e+04,1.776570e+04,1.750438e+06, -17.262, 201.624,1.756133e+06,1.755958e+06,  -5.013, 225.847, 183.754, -22.992, 142.204,1.472980e+08, 429.210, 558.455,-9.99000e+02,"GO_0015","EARTH/C0165418400R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654185.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3608","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:23:13.712Z","GREEN  ",    1,    4.17,"40K ",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:13:48Z ","UNK           ",  82.306,  32.532,  53.478,-999.000, 108.845,  94.924, 354.471,   5.058,  71.159,-999.000,-999.000,1.777040e+04,1.777110e+04,1.751292e+06,  -2.806, 193.674,1.756672e+06,1.756498e+06,  -5.013, 226.100, 183.728, -22.992, 142.456,1.472980e+08, 329.535, 578.947,-9.99000e+02,"GO_0015","EARTH/C0165418500R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654186.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3609","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:24:14.378Z","RED    ",    2,    4.17,"40K ",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:14:49Z ","UNK           ",  82.310,  34.054,  52.542,-999.000, 108.843,  94.946, 354.466,   5.060,  71.161,-999.000,-999.000,1.777550e+04,1.777670e+04,1.751924e+06,  -2.039, 192.475,1.757212e+06,1.757037e+06,  -5.013, 226.354, 183.731, -22.992, 142.709,1.472980e+08, 322.951, 584.778,-9.99000e+02,"GO_0015","EARTH/C0165418600R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01654187.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W3610","E2WSZOOMMV04-000WDTL","REDR","EARTH     ","1992-12-10T21:25:15.045Z","VIOLET ",    3,    8.33,"40K ",  60.667,"NOT POSSIBLE     ", -99 ,"002T06:15:50Z ","UNK           ",  82.297,  29.616,  56.869,-999.000, 108.817,  94.977, 354.480,   5.063,  71.187,-999.000,-999.000,1.778010e+04,1.778230e+04,1.752204e+06,  -1.395, 197.263,1.757752e+06,1.757577e+06,  -5.013, 226.607, 183.756, -22.992, 142.962,1.472979e+08, 325.774, 560.272,-9.99000e+02,"GO_0015","EARTH/C0165418700R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
