"01653230.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2769","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:17:37.090Z","IR-7270",    6,   16.67,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:08:12Z ","UNK           ",  81.521,  38.525,  59.055,-999.000, 112.689, 105.798, 354.519,   5.226,  67.315,-999.000,-999.000,1.253200e+04,1.253500e+04,1.235848e+06,  12.200, 309.565,1.240845e+06,1.240722e+06,  -5.104, 343.944, 179.777, -22.935, 261.137,1.473096e+08, 159.516, 603.543,-9.99000e+02,"GO_0014","EARTH/C0165323000R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653231.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2770","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:18:37.774Z","IR-8890",    7,   50.00,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:09:12Z ","UNK           ",  81.526,  39.459,  58.323,-999.000, 112.688, 105.769, 354.514,   5.226,  67.316,-999.000,-999.000,1.253580e+04,1.253980e+04,1.236453e+06,  12.288, 308.813,1.241386e+06,1.241263e+06,  -5.104, 344.198, 179.779, -22.935, 261.390,1.473096e+08, 156.643, 609.840,-9.99000e+02,"GO_0014","EARTH/C0165323100R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653232.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2771","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:19:38.415Z","GREEN  ",    1,    4.17,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:10:13Z ","UNK           ",  81.541,  46.645,  55.663,-999.000, 120.171, 112.190, 357.452,  15.424,-999.000,-999.000,-999.000,0.000000e+00,0.000000e+00,1.235548e+06, -48.336, 325.145,1.241926e+06,1.241803e+06,  -5.103, 344.451,-999.000, -22.935, 261.643,1.473095e+08,-12612.1,-12743.6,-9.99000e+02,"GO_0014","EARTH/C0165323200R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653233.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2772","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:20:39.082Z","RED    ",    2,    4.17,"100K",  60.667,"POSSIBLE         ", -99 ,"001T14:11:14Z ","UNK           ",  81.525,  47.818,  59.670,-999.000, 112.817, 105.768, 354.640,   4.930,  67.186,-999.000,-999.000,1.254850e+04,1.255150e+04,1.238169e+06, -51.224, 331.474,1.242467e+06,1.242344e+06,  -5.103, 344.705, 179.686, -22.935, 261.895,1.473095e+08, 708.978, 608.679,-9.99000e+02,"GO_0014","EARTH/C0165323300R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653234.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2773","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:21:39.748Z","VIOLET ",    3,    8.33,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:12:14Z ","UNK           ",  81.522,  47.587,  60.483,-999.000, 112.809, 105.801, 354.644,   4.930,  67.194,-999.000,-999.000,1.255170e+04,1.255640e+04,1.238691e+06, -51.233, 333.032,1.243008e+06,1.242885e+06,  -5.103, 344.959, 179.694, -22.935, 262.148,1.473095e+08, 711.533, 602.016,-9.99000e+02,"GO_0014","EARTH/C0165323400R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653235.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2774","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:22:40.415Z","IR-7560",    4,    6.25,"40K ",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:13:15Z ","UNK           ",  81.543,  46.272,  55.902,-999.000, 113.522, 105.795, 354.618,   4.941,  66.482,-999.000,-999.000,1.255930e+04,1.256220e+04,1.239125e+06, -48.046, 326.289,1.243548e+06,1.243425e+06,  -5.103, 345.212, 178.981, -22.935, 262.401,1.473095e+08, 673.846, 638.789,-9.99000e+02,"GO_0014","EARTH/C0165323500R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653236.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2775","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:23:41.107Z","IR-9680",    5,   50.00,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:14:16Z ","UNK           ",  81.543,  46.249,  55.930,-999.000, 113.522, 125.057, 354.618,   4.941,  66.482,-999.000,-999.000,1.256320e+04,1.256680e+04,1.239664e+06, -48.035, 326.585,1.244089e+06,1.243966e+06,  -5.103, 345.466, 178.981, -22.935, 262.653,1.473095e+08, 673.736, 638.458,-9.99000e+02,"GO_0014","EARTH/C0165323600R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653237.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2776","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:24:41.757Z","IR-7270",    6,   16.67,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:15:16Z ","UNK           ",  81.522,  45.985,  60.858,-999.000, 112.779, 105.767, 354.644,   4.935,  67.225,-999.000,-999.000,1.257060e+04,1.257280e+04,1.240183e+06, -49.669, 334.332,1.244629e+06,1.244506e+06,  -5.103, 345.719, 179.724, -22.935, 262.906,1.473095e+08, 702.635, 597.104,-9.99000e+02,"GO_0014","EARTH/C0165323700R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653238.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2777","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:25:42.440Z","IR-8890",    7,   50.00,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:16:17Z ","UNK           ",  81.529,  47.720,  59.814,-999.000, 112.808, 105.759, 354.640,   4.930,  67.196,-999.000,-999.000,1.257370e+04,1.257790e+04,1.240864e+06, -51.167, 332.971,1.245170e+06,1.245047e+06,  -5.103, 345.973, 179.696, -22.935, 263.159,1.473095e+08, 708.441, 606.982,-9.99000e+02,"GO_0014","EARTH/C0165323800R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
"01653239.00","GALILEO","SSI","GO-A/E-SSI-2-REDR-V1.1      ","E2W2778","E2WSZOOMMV03-000WDTL","REDR","EARTH     ","1992-12-10T05:26:43.082Z","GREEN  ",    1,    4.17,"100K",  60.667,"NOT POSSIBLE     ", -99 ,"001T14:17:18Z ","UNK           ",  81.534,  38.811,  58.073,-999.000, 112.743, 105.777, 354.515,   5.221,  67.261,-999.000,-999.000,1.258100e+04,1.258350e+04,1.240733e+06,  11.436, 311.173,1.245711e+06,1.245587e+06,  -5.103, 346.227, 179.725, -22.935, 263.411,1.473095e+08, 164.371, 610.295,-9.99000e+02,"GO_0014","EARTH/C0165323900R.IMG           ","NONE                       ",   0.000,   0.000,   0.000,"VICAR programs run: CATLABEL,BADLABEL,COPY.                                 "
