"GO_0022","I24/IO/GARBLED/C0520792749R.LBL              ","J/IMG/GO/SSI/C0520792749","IO"
"GO_0022","I24/IO/GARBLED/C0520792750R.LBL              ","J/IMG/GO/SSI/C0520792750","IO"
"GO_0022","I24/IO/GARBLED/C0520792753R.LBL              ","J/IMG/GO/SSI/C0520792753","IO"
"GO_0022","I24/IO/GARBLED/C0520792756R.LBL              ","J/IMG/GO/SSI/C0520792756","IO"
"GO_0022","I24/IO/GARBLED/C0520792757R.LBL              ","J/IMG/GO/SSI/C0520792757","IO"
"GO_0022","I24/IO/GARBLED/C0520792760R.LBL              ","J/IMG/GO/SSI/C0520792760","IO"
"GO_0022","I24/IO/GARBLED/C0520792763R.LBL              ","J/IMG/GO/SSI/C0520792763","IO"
"GO_0022","I24/IO/GARBLED/C0520792764R.LBL              ","J/IMG/GO/SSI/C0520792764","IO"
"GO_0022","I24/IO/GARBLED/C0520792767R.LBL              ","J/IMG/GO/SSI/C0520792767","IO"
"GO_0022","I24/IO/GARBLED/C0520792770R.LBL              ","J/IMG/GO/SSI/C0520792770","IO"
"GO_0022","I24/IO/GARBLED/C0520792771R.LBL              ","J/IMG/GO/SSI/C0520792771","IO"
"GO_0022","I24/IO/GARBLED/C0520792774R.LBL              ","J/IMG/GO/SSI/C0520792774","IO"
"GO_0022","I24/IO/GARBLED/C0520792777R.LBL              ","J/IMG/GO/SSI/C0520792777","IO"
"GO_0022","I24/IO/GARBLED/C0520792778R.LBL              ","J/IMG/GO/SSI/C0520792778","IO"
"GO_0022","I24/IO/GARBLED/C0520792781R.LBL              ","J/IMG/GO/SSI/C0520792781","IO"
"GO_0022","I24/IO/GARBLED/C0520792782R.LBL              ","J/IMG/GO/SSI/C0520792782","IO"
"GO_0022","I24/IO/GARBLED/C0520792784R.LBL              ","J/IMG/GO/SSI/C0520792784","IO"
"GO_0022","I24/IO/GARBLED/C0520792785R.LBL              ","J/IMG/GO/SSI/C0520792785","IO"
"GO_0022","I24/IO/GARBLED/C0520792788R.LBL              ","J/IMG/GO/SSI/C0520792788","IO"
"GO_0022","I24/IO/C0520792800R.LBL                      ","J/IMG/GO/SSI/C0520792800","IO"
"GO_0022","I24/IO/GARBLED/C0520792949R.LBL              ","J/IMG/GO/SSI/C0520792949","IO"
"GO_0022","I24/IO/GARBLED/C0520792953R.LBL              ","J/IMG/GO/SSI/C0520792953","IO"
"GO_0022","I24/IO/GARBLED/C0520792956R.LBL              ","J/IMG/GO/SSI/C0520792956","IO"
"GO_0022","I24/IO/GARBLED/C0520792960R.LBL              ","J/IMG/GO/SSI/C0520792960","IO"
"GO_0022","I24/IO/GARBLED/C0520792963R.LBL              ","J/IMG/GO/SSI/C0520792963","IO"
"GO_0022","I24/IO/GARBLED/C0520792967R.LBL              ","J/IMG/GO/SSI/C0520792967","IO"
