"1999_248_21_49","EARTH"
"1999_248_23_49","SOLAR WIND"
"1999_249_05_55","EARTH"
"1999_249_15_50","EARTH"
"1999_249_17_50","SOLAR WIND"
"1999_249_17_51","EARTH"
"1999_249_18_44","EARTH"
"1999_249_19_51","SOLAR WIND"
"1999_249_19_52","EARTH"
"1999_249_21_52","SOLAR WIND"
"1999_250_13_54","EARTH"
"1999_250_15_54","SOLAR WIND"
"1999_250_15_55","EARTH"
"1999_250_17_52","EARTH"
"1999_250_17_55","SOLAR WIND"
"1999_250_17_56","EARTH"
"1999_250_19_56","SOLAR WIND"
"1999_251_05_22","EARTH"
"1999_251_11_57","EARTH"
"1999_251_13_57","SOLAR WIND"
"1999_251_13_58","EARTH"
"1999_251_15_58","SOLAR WIND"
"1999_251_15_59","EARTH"
"1999_251_17_59","SOLAR WIND"
"1999_252_10_00","EARTH"
"1999_252_12_00","SOLAR WIND"
"1999_252_12_01","EARTH"
"1999_252_14_01","SOLAR WIND"
"1999_252_14_02","EARTH"
"1999_252_16_02","SOLAR WIND"
"1999_253_08_04","EARTH"
"1999_253_10_04","SOLAR WIND"
"1999_253_10_05","EARTH"
"1999_253_12_05","SOLAR WIND"
"1999_253_12_06","EARTH"
"1999_253_14_06","SOLAR WIND"
"1999_254_06_07","EARTH"
"1999_254_08_07","SOLAR WIND"
"1999_254_08_08","EARTH"
"1999_254_10_08","SOLAR WIND"
"1999_254_10_09","EARTH"
"1999_254_12_09","SOLAR WIND"
"1999_255_04_10","EARTH"
"1999_255_06_10","SOLAR WIND"
"1999_255_06_11","EARTH"
"1999_255_08_11","SOLAR WIND"
"1999_255_08_12","EARTH"
"1999_255_10_12","SOLAR WIND"
"1999_255_22_11","EARTH"
"1999_255_22_12","SOLAR WIND"
"1999_256_02_14","EARTH"
"1999_256_04_07","EARTH"
"1999_256_04_14","SOLAR WIND"
"1999_256_04_15","EARTH"
"1999_256_06_15","SOLAR WIND"
"1999_256_06_16","EARTH"
"1999_256_08_16","SOLAR WIND"
"1999_256_11_22","EARTH"
"1999_256_13_19","EARTH"
"1999_257_00_17","EARTH"
"1999_257_02_17","SOLAR WIND"
