# TDB, UTC, DOY, new-SCLK, old-SCLK, difference
125280000 2003-12-21T11:58:55.816389 355 1450700482.522098 1450700482.534365 -0.012267
125300000 2003-12-21T17:32:15.816382 355 1450720482.652457 1450720482.664841 -0.012384
125320000 2003-12-21T23:05:35.816376 355 1450740482.782816 1450740482.795317 -0.012501
125340000 2003-12-22T04:38:55.816369 356 1450760482.913175 1450760482.925793 -0.012618
125360000 2003-12-22T10:12:15.816363 356 1450780483.043535 1450780483.056269 -0.012735
125380000 2003-12-22T15:45:35.816356 356 1450800483.173894 1450800483.186746 -0.012852
125400000 2003-12-22T21:18:55.816350 356 1450820483.304253 1450820483.317222 -0.012969
125420000 2003-12-23T02:52:15.816343 357 1450840483.434612 1450840483.447698 -0.013086
125440000 2003-12-23T08:25:35.816337 357 1450860483.564971 1450860483.578174 -0.013203
125460000 2003-12-23T13:58:55.816330 357 1450880483.695331 1450880483.708650 -0.013320
125480000 2003-12-23T19:32:15.816323 357 1450900483.825690 1450900483.839126 -0.013437
125500000 2003-12-24T01:05:35.816317 358 1450920483.956049 1450920483.969602 -0.013553
125520000 2003-12-24T06:38:55.816310 358 1450940484.086408 1450940484.100078 -0.013670
125540000 2003-12-24T12:12:15.816304 358 1450960484.216767 1450960484.230555 -0.013787
125560000 2003-12-24T17:45:35.816297 358 1450980484.347126 1450980484.361031 -0.013904
125580000 2003-12-24T23:18:55.816290 358 1451000484.477486 1451000484.491507 -0.014021
125600000 2003-12-25T04:52:15.816284 359 1451020484.607845 1451020484.621983 -0.014138
125620000 2003-12-25T10:25:35.816277 359 1451040484.738204 1451040484.752459 -0.014255
125640000 2003-12-25T15:58:55.816271 359 1451060484.868563 1451060484.882935 -0.014372
125660000 2003-12-25T21:32:15.816264 359 1451080484.998922 1451080485.013411 -0.014489
125680000 2003-12-26T03:05:35.816257 360 1451100485.129282 1451100485.143887 -0.014606
125700000 2003-12-26T08:38:55.816251 360 1451120485.259641 1451120485.274364 -0.014723
125720000 2003-12-26T14:12:15.816244 360 1451140485.390000 1451140485.404840 -0.014840
125740000 2003-12-26T19:45:35.816238 360 1451160485.520359 1451160485.535316 -0.014957
125760000 2003-12-27T01:18:55.816231 361 1451180485.650718 1451180485.665792 -0.015074
125780000 2003-12-27T06:52:15.816224 361 1451200485.781077 1451200485.796268 -0.015191
125800000 2003-12-27T12:25:35.816218 361 1451220485.911437 1451220485.926744 -0.015308
125820000 2003-12-27T17:58:55.816211 361 1451240486.041796 1451240486.057220 -0.015425
125840000 2003-12-27T23:32:15.816204 361 1451260486.172155 1451260486.187696 -0.015541
125860000 2003-12-28T05:05:35.816198 362 1451280486.302514 1451280486.318172 -0.015658
125880000 2003-12-28T10:38:55.816191 362 1451300486.432873 1451300486.448649 -0.015775
125900000 2003-12-28T16:12:15.816184 362 1451320486.563233 1451320486.579125 -0.015892
125920000 2003-12-28T21:45:35.816178 362 1451340486.693592 1451340486.709601 -0.016009
125940000 2003-12-29T03:18:55.816171 363 1451360486.823951 1451360486.840077 -0.016126
125960000 2003-12-29T08:52:15.816164 363 1451380486.954310 1451380486.970553 -0.016243
125980000 2003-12-29T14:25:35.816158 363 1451400487.084669 1451400487.101029 -0.016360
126000000 2003-12-29T19:58:55.816151 363 1451420487.215029 1451420487.231505 -0.016477
126020000 2003-12-30T01:32:15.816144 364 1451440487.345388 1451440487.361981 -0.016594
126040000 2003-12-30T07:05:35.816138 364 1451460487.475747 1451460487.492458 -0.016711
126060000 2003-12-30T12:38:55.816131 364 1451480487.606106 1451480487.622934 -0.016828
126080000 2003-12-30T18:12:15.816124 364 1451500487.736465 1451500487.753410 -0.016945
126100000 2003-12-30T23:45:35.816118 364 1451520487.866824 1451520487.883886 -0.017062
126120000 2003-12-31T05:18:55.816111 365 1451540487.997184 1451540488.014362 -0.017179
126140000 2003-12-31T10:52:15.816104 365 1451560488.127543 1451560488.144838 -0.017296
